Age,Gender,Location,Language,Education Level,Likes and Reactions,Followed Accounts,Device Usage,Time Spent Online (hrs/weekday),Time Spent Online (hrs/weekend),Click-Through Rates (CTR),Conversion Rates,Ad Interaction Time (sec),Income Level,Top Interests,Segment,PCA1,PCA2
25-34,Female,Urban,Hindi,Bachelor,9633,405,Desktop Only,1.6,3.8,0.129,0.026,17,40k-60k,"['Gourmet Cooking', 'Gardening', 'Pet Care', 'Digital Marketing']",2,1.803063934812284,3.114940857528408
25-34,Female,Rural,Mandarin,High School,7227,208,Tablet,1.4,3.6,0.171,0.073,19,40k-60k,"['Gardening', 'DIY Crafts', 'Gaming']",4,0.771232202913282,-0.7272625511619579
35-44,Male,Urban,Mandarin,Master,3820,48,Tablet,3.7,2.3,0.162,0.007,40,20k-40k,"['Gardening', 'Gaming']",3,-1.6236432217120915,-0.09025802314140043
35-44,Male,Urban,English,Technical,2983,154,Mobile Only,1.9,4.0,0.106,0.022,19,20k-40k,"['Data Science', 'Gourmet Cooking']",3,-1.3875536174203325,1.1202141957680005
25-34,Female,Urban,Spanish,Technical,4312,54,Mobile Only,1.9,7.9,0.106,0.075,121,80k-100k,['Music Production'],0,1.698923713646003,1.3026442022534892
18-24,Male,Suburban,English,Bachelor,7061,404,Desktop Only,1.2,3.1,0.035,0.044,79,40k-60k,"['Gourmet Cooking', 'Digital Marketing', 'Reading and Literature', 'Eco-Friendly Living']",3,-1.0156960682432437,-0.5249599567969182
45-54,Female,Suburban,Mandarin,Bachelor,2515,335,Mobile + Desktop,1.7,5.2,0.128,0.071,60,0-20k,"['Data Science', 'Pet Care', 'Investing and Finance']",2,1.7084341865812513,-0.6744248098828071
25-34,Female,Suburban,Hindi,Master,9409,390,Mobile Only,2.4,6.4,0.147,0.057,99,100k+,"['Fashion Modelling', 'Gaming']",2,2.3457255276052975,-0.04589009224441887
35-44,Male,Rural,Mandarin,High School,3101,416,Desktop Only,3.8,6.2,0.119,0.095,136,60k-80k,"['Gardening', 'Eco-Friendly Living']",3,-1.6966234694171551,-1.32971565210635
25-34,Female,Urban,Hindi,Technical,1838,100,Tablet,2.0,3.3,0.081,0.06,56,100k+,['Fitness and Wellness'],2,1.4286787359439148,1.9112798895229024
35-44,Male,Rural,Hindi,Master,1464,247,Tablet,2.0,5.3,0.18,0.001,142,0-20k,['Travel and Adventure'],3,-1.629088728168687,-1.600708208163534
35-44,Female,Suburban,English,PhD,2808,79,Desktop Only,1.8,7.1,0.019,0.035,177,0-20k,"['Investing and Finance', 'Fashion Modelling', 'Gardening']",2,1.3707350360397665,-1.8700728706323893
18-24,Female,Rural,Mandarin,PhD,1024,175,Tablet,2.7,1.1,0.229,0.014,88,60k-80k,['Digital Marketing'],4,0.7222190972372016,-2.1293758196417634
25-34,Male,Urban,Spanish,Master,251,139,Tablet,1.3,4.1,0.005,0.092,33,80k-100k,"['Eco-Friendly Living', 'Travel and Adventure']",0,-1.3363529860771923,0.3041619896105836
18-24,Female,Urban,Mandarin,Technical,8877,223,Mobile + Desktop,2.7,2.6,0.241,0.01,57,60k-80k,"['Fashion Modelling', 'Data Science']",2,1.059449981540309,1.4589241359963503
18-24,Male,Suburban,Mandarin,Master,8144,349,Tablet,3.7,3.7,0.116,0.039,161,20k-40k,"['Investing and Finance', 'Pet Care']",3,-1.1297468445644696,-1.8874406955704315
65+,Female,Suburban,Spanish,Technical,1012,98,Mobile Only,0.6,3.9,0.103,0.023,155,0-20k,"['Software Engineering', 'Fitness and Wellness']",0,1.0884114717991664,-0.527039318324523
25-34,Female,Rural,English,Bachelor,2421,344,Tablet,0.5,6.2,0.064,0.085,25,100k+,['Gourmet Cooking'],2,1.2601400581037259,-0.6230696995102337
55-64,Female,Suburban,Mandarin,Master,595,261,Desktop Only,0.8,1.7,0.003,0.031,116,100k+,"['Photography', 'Music Production', 'Travel and Adventure', 'Fitness and Wellness']",2,1.728271273097728,-0.5793150264107622
25-34,Female,Suburban,Mandarin,Technical,2248,378,Mobile + Desktop,2.9,4.6,0.069,0.099,175,80k-100k,"['Photography', 'Investing and Finance', 'Gardening']",2,1.8584779756065415,-0.8891989366375346
45-54,Female,Urban,Hindi,Master,656,358,Tablet,4.3,4.9,0.027,0.004,142,40k-60k,['Reading and Literature'],4,1.4997101828289152,0.7185932124640745
45-54,Female,Suburban,Mandarin,Master,1652,81,Desktop Only,0.5,4.5,0.165,0.013,80,80k-100k,"['Eco-Friendly Living', 'Fitness and Wellness', 'DIY Crafts']",0,1.3309171968083973,-0.9738445569488858
35-44,Male,Suburban,Spanish,Technical,2220,174,Mobile Only,4.7,6.1,0.08,0.022,34,80k-100k,"['Gardening', 'Digital Marketing', 'Travel and Adventure', 'DIY Crafts']",0,-1.036030941957969,-1.5223836317056547
35-44,Male,Urban,Hindi,Technical,3185,58,Tablet,1.0,3.7,0.192,0.081,129,20k-40k,"['Gardening', 'Digital Marketing', 'Photography']",3,-1.4720668093350653,0.9025812395708791
35-44,Female,Urban,English,High School,3604,61,Mobile + Desktop,4.3,7.6,0.052,0.088,55,20k-40k,"['Software Engineering', 'Travel and Adventure', 'Gardening']",2,0.7954866430139045,0.06181608078933133
25-34,Male,Rural,Hindi,Master,256,298,Tablet,2.7,4.4,0.225,0.007,165,80k-100k,"['Pet Care', 'Music Production', 'Photography', 'Travel and Adventure']",3,-1.2500443075512206,-1.278885556165921
55-64,Female,Suburban,Spanish,PhD,9026,287,Desktop Only,3.5,5.0,0.131,0.003,150,100k+,['Data Science'],0,1.5333926874373958,0.08920129890348909
55-64,Female,Urban,Spanish,Master,7605,123,Mobile + Desktop,2.8,6.8,0.029,0.074,82,20k-40k,['Reading and Literature'],2,1.377489418922082,1.3480249893587075
65+,Male,Rural,Hindi,Master,7262,248,Tablet,2.6,2.9,0.1,0.013,26,100k+,"['Fashion Modelling', 'Travel and Adventure']",3,-1.9159310902602458,-0.5201543077617049
18-24,Female,Rural,English,Technical,5623,142,Mobile Only,4.3,1.5,0.052,0.013,68,60k-80k,"['Data Science', 'Eco-Friendly Living']",4,1.3769862156190047,-0.6668184687225973
45-54,Female,Suburban,Hindi,Master,7643,496,Mobile + Desktop,3.9,6.0,0.05,0.002,25,40k-60k,['Music Production'],4,1.7003499746298014,0.6401964014085962
55-64,Female,Suburban,English,Master,8155,283,Mobile Only,2.7,4.4,0.127,0.005,133,40k-60k,"['Fitness and Wellness', 'Reading and Literature', 'Gaming']",4,2.09101533264886,-0.7818601375286534
25-34,Male,Rural,Hindi,PhD,4754,175,Desktop Only,1.0,7.3,0.168,0.026,111,100k+,"['Fitness and Wellness', 'Eco-Friendly Living', 'Travel and Adventure']",3,-1.452091246175859,0.6974068918837358
18-24,Male,Urban,Spanish,Technical,6350,383,Tablet,1.0,7.9,0.228,0.007,120,20k-40k,"['Fitness and Wellness', 'Software Engineering']",3,-1.939733611886032,1.271089712669993
45-54,Female,Rural,Mandarin,Master,7346,382,Mobile Only,4.1,3.8,0.126,0.037,128,100k+,['Gourmet Cooking'],4,1.661902364676516,-0.28505383329587936
35-44,Male,Suburban,Mandarin,Bachelor,254,302,Desktop Only,2.9,3.9,0.241,0.083,147,80k-100k,"['Data Science', 'Reading and Literature']",3,-1.1458977406048814,-2.204093239781873
55-64,Female,Urban,English,High School,8050,487,Tablet,2.7,3.9,0.235,0.033,40,0-20k,"['Gourmet Cooking', 'Reading and Literature', 'Gaming', 'Investing and Finance']",4,1.2596913937368348,0.07019382261201057
18-24,Male,Urban,English,PhD,1096,252,Desktop Only,3.6,3.3,0.216,0.073,51,0-20k,"['Digital Marketing', 'Gourmet Cooking']",3,-1.261421988499025,0.6866588615673939
45-54,Female,Rural,English,Master,4726,488,Mobile Only,4.4,6.5,0.125,0.009,36,20k-40k,"['Gaming', 'Investing and Finance', 'Gourmet Cooking', 'Travel and Adventure']",4,1.567118401724244,-0.5740397763991512
25-34,Male,Suburban,Spanish,Bachelor,3005,329,Desktop Only,3.3,6.3,0.035,0.066,178,40k-60k,"['Digital Marketing', 'Data Science', 'Music Production']",3,-1.0513618556773159,0.18377306776838706
25-34,Male,Rural,Hindi,Master,9469,147,Mobile + Desktop,3.9,4.4,0.054,0.032,58,100k+,"['Software Engineering', 'Travel and Adventure', 'Investing and Finance']",1,-1.5611544818950516,0.5651829362791619
25-34,Male,Rural,Spanish,Master,253,88,Tablet,3.9,1.3,0.162,0.075,165,20k-40k,"['Gaming', 'Eco-Friendly Living', 'Software Engineering', 'Reading and Literature']",3,-1.9177139364052425,-1.4184988035619437
55-64,Male,Rural,Mandarin,Technical,7953,179,Desktop Only,2.1,3.2,0.105,0.014,171,100k+,"['Eco-Friendly Living', 'Digital Marketing']",3,-1.4854870809281595,0.12802619184653743
45-54,Female,Urban,English,Technical,6581,132,Mobile Only,1.7,3.0,0.037,0.09,27,40k-60k,"['DIY Crafts', 'Gardening', 'Pet Care']",4,1.810479528999605,2.114919124406342
35-44,Female,Urban,Hindi,Technical,5699,185,Tablet,4.1,6.7,0.12,0.024,175,40k-60k,"['Photography', 'Music Production', 'Pet Care']",2,1.2935864211677157,1.608499436766134
25-34,Male,Suburban,Mandarin,Bachelor,1816,309,Mobile + Desktop,2.2,1.6,0.004,0.035,6,0-20k,"['Software Engineering', 'Gourmet Cooking', 'Music Production']",1,-1.4041210569025193,-0.641691290738123
55-64,Female,Suburban,Mandarin,Master,886,91,Tablet,4.6,6.6,0.183,0.095,170,0-20k,"['DIY Crafts', 'Eco-Friendly Living', 'Pet Care', 'Digital Marketing']",2,1.7009728169049134,-2.4883173546930206
25-34,Male,Rural,Mandarin,High School,4468,96,Mobile + Desktop,0.8,5.7,0.018,0.058,161,80k-100k,"['Photography', 'Eco-Friendly Living']",1,-1.7478626162862412,-0.9749674615390835
55-64,Female,Rural,Spanish,PhD,8196,234,Tablet,0.8,6.1,0.157,0.037,114,0-20k,"['DIY Crafts', 'Eco-Friendly Living', 'Photography']",0,0.7510687261274898,-0.5079514700909682
35-44,Male,Rural,English,Technical,4372,25,Desktop Only,4.7,4.0,0.198,0.095,128,80k-100k,"['Data Science', 'Pet Care', 'DIY Crafts', 'Digital Marketing']",3,-1.6013199725224356,-0.9633839726415718
25-34,Female,Suburban,Mandarin,Technical,3867,319,Desktop Only,3.4,5.8,0.033,0.033,71,20k-40k,"['Music Production', 'Software Engineering']",2,1.230938488100406,-0.6466337423791871
35-44,Male,Urban,English,Master,8934,367,Mobile Only,2.2,5.3,0.13,0.009,75,100k+,"['DIY Crafts', 'Fitness and Wellness']",3,-1.182762955654399,1.4508306795413166
25-34,Male,Urban,Spanish,Master,6094,172,Mobile + Desktop,3.9,6.4,0.195,0.1,168,100k+,"['Software Engineering', 'Fashion Modelling', 'Gaming']",1,-1.3664722117067591,1.984616221839324
45-54,Male,Rural,Mandarin,Bachelor,7316,107,Mobile Only,3.5,4.1,0.065,0.027,33,100k+,"['Travel and Adventure', 'Pet Care', 'Software Engineering']",3,-1.3007856696223572,-0.46561432346806253
35-44,Female,Rural,Spanish,Bachelor,8957,165,Desktop Only,2.9,4.3,0.041,0.085,123,80k-100k,"['Software Engineering', 'Digital Marketing', 'Travel and Adventure', 'Fashion Modelling']",0,0.6904758049932171,-0.9413156462483977
25-34,Male,Rural,Spanish,Technical,3526,11,Mobile + Desktop,0.9,5.5,0.084,0.017,169,60k-80k,"['Pet Care', 'Data Science', 'Travel and Adventure', 'Fitness and Wellness']",1,-1.6135562324334423,0.6762244585694422
55-64,Female,Rural,English,Master,3883,359,Mobile Only,4.2,1.8,0.139,0.073,117,80k-100k,"['Travel and Adventure', 'Digital Marketing', 'Gardening', 'Fashion Modelling']",4,1.817998634060894,-2.0003938218214907
25-34,Male,Suburban,Mandarin,High School,5527,406,Mobile Only,4.4,4.1,0.144,0.052,49,20k-40k,"['Photography', 'Eco-Friendly Living', 'Gourmet Cooking', 'Travel and Adventure']",3,-1.0556675596702179,-1.0471525248247457
35-44,Female,Urban,Spanish,PhD,7111,178,Mobile Only,1.3,7.8,0.033,0.098,20,40k-60k,['Gardening'],0,1.4502408144455665,1.561987177612119
55-64,Female,Rural,Mandarin,Master,8152,473,Mobile Only,4.3,1.3,0.114,0.055,35,60k-80k,"['Pet Care', 'Eco-Friendly Living']",4,1.7197722776025497,-0.6212400052966328
45-54,Female,Suburban,English,Master,3801,324,Mobile Only,4.5,3.2,0.067,0.003,166,80k-100k,"['Reading and Literature', 'Fitness and Wellness']",4,2.0953001556830912,-1.9513300967955545
18-24,Male,Rural,Spanish,Bachelor,9361,334,Mobile + Desktop,3.0,3.2,0.211,0.06,54,60k-80k,['Travel and Adventure'],1,-1.6221605767255851,0.32042536603747257
55-64,Female,Rural,English,PhD,2449,384,Mobile Only,3.5,5.4,0.078,0.015,126,100k+,"['Eco-Friendly Living', 'Travel and Adventure']",4,1.548834230562493,-0.9728998486036203
45-54,Male,Urban,Mandarin,Technical,7111,101,Mobile + Desktop,2.2,1.7,0.21,0.08,175,20k-40k,['Pet Care'],1,-1.3659231062498989,1.9482773667847688
25-34,Male,Rural,Mandarin,Master,7155,190,Mobile Only,1.8,5.4,0.107,0.086,19,100k+,"['Investing and Finance', 'Fitness and Wellness']",3,-1.1240615255895787,-0.05483343894416251
18-24,Female,Urban,English,Technical,1312,240,Desktop Only,3.7,1.7,0.182,0.048,53,60k-80k,"['Digital Marketing', 'Gaming', 'Travel and Adventure']",4,1.5283377686969088,1.0175955714399207
45-54,Male,Urban,Hindi,Master,7065,310,Desktop Only,4.4,1.7,0.128,0.078,176,20k-40k,['Pet Care'],3,-0.9016872480801896,2.158064723636023
45-54,Female,Urban,Spanish,Technical,9444,157,Mobile Only,3.4,6.1,0.155,0.015,14,100k+,"['Digital Marketing', 'Investing and Finance', 'Photography']",4,1.577931421891429,2.5500703552159423
35-44,Female,Suburban,Mandarin,PhD,6804,289,Tablet,2.8,3.3,0.099,0.049,24,20k-40k,"['Fashion Modelling', 'Music Production', 'Travel and Adventure', 'Reading and Literature']",2,0.8865943853406114,-2.766037611275976
55-64,Female,Suburban,Mandarin,Bachelor,7533,198,Desktop Only,1.2,7.8,0.192,0.039,74,20k-40k,"['Gourmet Cooking', 'Photography']",2,1.532965509394223,-0.29554268591446525
45-54,Male,Urban,Spanish,PhD,2611,356,Mobile + Desktop,0.7,1.3,0.106,0.061,12,60k-80k,"['Fitness and Wellness', 'Fashion Modelling', 'Photography']",1,-1.723785920079068,2.4167287319375053
25-34,Female,Rural,English,High School,243,359,Mobile Only,2.5,4.1,0.114,0.004,177,20k-40k,"['Reading and Literature', 'Gardening', 'Fashion Modelling', 'Eco-Friendly Living']",4,1.1975427983822184,-1.9466083988226788
25-34,Female,Urban,English,Bachelor,7467,323,Mobile + Desktop,0.7,1.8,0.129,0.075,38,60k-80k,"['Travel and Adventure', 'Fitness and Wellness', 'Data Science']",2,1.392552009030338,2.0586790479736923
25-34,Male,Rural,English,PhD,3328,420,Tablet,3.1,3.5,0.208,0.008,8,20k-40k,['Investing and Finance'],3,-1.9859212759299145,-1.1098405433087912
45-54,Female,Urban,Hindi,High School,4682,419,Mobile Only,2.2,8.0,0.165,0.066,112,100k+,"['Pet Care', 'Software Engineering']",2,1.7138694223519289,1.4347884641867652
18-24,Female,Rural,Hindi,Master,6131,137,Desktop Only,3.9,7.2,0.087,0.002,171,20k-40k,"['Reading and Literature', 'Investing and Finance', 'Fashion Modelling', 'Gourmet Cooking']",2,1.1597804333585646,-0.7112164401300197
35-44,Female,Suburban,Mandarin,Master,4343,16,Mobile + Desktop,1.9,1.3,0.168,0.083,28,100k+,"['Gourmet Cooking', 'Digital Marketing', 'Investing and Finance', 'Software Engineering']",2,1.0361945265787367,-0.9481026674365094
45-54,Male,Rural,English,Technical,9649,435,Desktop Only,3.2,4.9,0.161,0.017,59,80k-100k,"['Fashion Modelling', 'DIY Crafts', 'Gourmet Cooking']",3,-1.676945179590236,0.14655028586732846
55-64,Female,Urban,Spanish,Bachelor,2813,56,Desktop Only,2.9,5.5,0.233,0.052,30,0-20k,['Fitness and Wellness'],0,1.3249126569976868,2.0004594757480705
25-34,Male,Suburban,Mandarin,Master,4285,62,Mobile Only,0.5,2.5,0.21,0.026,29,80k-100k,['Eco-Friendly Living'],3,-0.8788406060586412,-1.468428534519105
55-64,Female,Rural,Spanish,Bachelor,9649,196,Mobile + Desktop,0.8,2.0,0.162,0.072,40,20k-40k,"['Travel and Adventure', 'Reading and Literature']",2,0.9598885609565824,0.15016356272362938
18-24,Male,Rural,Mandarin,Master,7428,47,Tablet,1.8,7.3,0.085,0.032,75,0-20k,"['Software Engineering', 'Data Science']",3,-1.8390328487187872,-2.0589458231322624
55-64,Male,Rural,Hindi,Technical,4733,462,Desktop Only,4.5,7.8,0.195,0.072,16,80k-100k,"['Pet Care', 'Photography', 'Gaming']",3,-0.8579819718936927,0.43525526850498825
18-24,Male,Rural,Mandarin,PhD,3292,480,Mobile Only,1.2,7.9,0.144,0.028,133,80k-100k,"['Travel and Adventure', 'Software Engineering', 'Gardening']",3,-1.321409737062931,-2.259682494115819
25-34,Female,Rural,Hindi,Technical,400,485,Mobile Only,3.7,6.5,0.246,0.075,120,60k-80k,"['Gourmet Cooking', 'Pet Care']",2,1.9042520624466628,0.23224386549244908
45-54,Male,Suburban,Mandarin,High School,823,235,Tablet,4.9,5.6,0.062,0.003,157,80k-100k,"['Gourmet Cooking', 'Investing and Finance']",3,-1.4835626662413375,-2.581337572276655
18-24,Male,Suburban,English,Master,5794,62,Mobile Only,4.1,3.4,0.02,0.028,137,40k-60k,"['Digital Marketing', 'Fashion Modelling']",3,-0.8312131310238663,-1.4439528838000897
25-34,Female,Suburban,Spanish,High School,3110,408,Desktop Only,1.6,2.2,0.017,0.05,87,100k+,"['Digital Marketing', 'Photography', 'Music Production']",0,1.4331983659301522,-0.04252310534677184
45-54,Male,Suburban,English,High School,5655,233,Mobile Only,4.6,1.6,0.16,0.005,10,0-20k,"['Reading and Literature', 'Software Engineering']",3,-1.2518138395793545,-1.9572680235769768
45-54,Female,Urban,Mandarin,Bachelor,167,163,Mobile + Desktop,0.9,5.9,0.235,0.019,30,80k-100k,"['Gardening', 'Reading and Literature']",0,1.4056341503972662,0.30907271496424416
45-54,Female,Suburban,Mandarin,Master,2606,57,Mobile + Desktop,2.6,6.5,0.0,0.093,117,20k-40k,"['Fashion Modelling', 'Reading and Literature', 'Gourmet Cooking']",2,1.4974548874538467,-1.5224316565649556
45-54,Male,Rural,Mandarin,High School,1637,360,Desktop Only,4.5,6.8,0.181,0.098,107,0-20k,"['Digital Marketing', 'Reading and Literature']",3,-1.49609662571511,-1.7230243093046542
35-44,Male,Rural,Hindi,PhD,497,156,Mobile + Desktop,3.4,7.4,0.164,0.074,124,0-20k,"['Fitness and Wellness', 'Gourmet Cooking', 'Eco-Friendly Living']",1,-1.697792321930471,-0.1289689688688421
25-34,Male,Suburban,Spanish,High School,5780,402,Tablet,2.4,7.2,0.183,0.025,171,40k-60k,"['Software Engineering', 'Investing and Finance', 'Gourmet Cooking', 'Fitness and Wellness']",3,-1.8854112878230485,-0.4371690732021233
25-34,Male,Rural,Spanish,PhD,9455,73,Mobile Only,1.8,8.0,0.089,0.026,13,100k+,"['Fashion Modelling', 'DIY Crafts']",3,-1.6292209018972985,0.26982868862646464
25-34,Male,Suburban,Mandarin,Bachelor,4925,358,Desktop Only,2.2,2.7,0.205,0.065,49,0-20k,"['Gardening', 'Fitness and Wellness', 'Gourmet Cooking', 'Investing and Finance']",3,-0.9535117370930362,-0.11199223216621809
55-64,Female,Rural,Mandarin,High School,8847,191,Tablet,2.8,6.3,0.011,0.012,18,0-20k,"['Software Engineering', 'Fashion Modelling', 'Pet Care', 'Data Science']",2,0.6066020005272199,-2.0367956332745507
35-44,Female,Urban,Hindi,Technical,6148,134,Mobile Only,1.9,5.1,0.189,0.095,116,40k-60k,"['Digital Marketing', 'Photography', 'Gourmet Cooking', 'DIY Crafts']",4,1.4954413204411676,2.3724280675456533
35-44,Female,Urban,English,Bachelor,3761,188,Tablet,4.9,2.8,0.067,0.022,59,100k+,"['Digital Marketing', 'Fashion Modelling', 'Gardening', 'Software Engineering']",4,0.9222861851763394,-0.17302837346692324
35-44,Female,Suburban,English,PhD,3041,48,Desktop Only,4.7,7.9,0.119,0.1,141,100k+,"['Travel and Adventure', 'Gourmet Cooking', 'Gardening']",0,1.702030993519041,-1.325656875138591
55-64,Male,Suburban,Spanish,Bachelor,7167,269,Desktop Only,4.4,7.3,0.206,0.05,19,60k-80k,"['Investing and Finance', 'Reading and Literature', 'Music Production']",3,-1.1321744702870737,-0.40412865279956567
25-34,Female,Suburban,Hindi,High School,5191,391,Tablet,2.4,1.9,0.068,0.077,41,60k-80k,"['Photography', 'Data Science']",2,1.4756930199053233,-0.9390966146855435
35-44,Male,Rural,Mandarin,Master,1701,12,Mobile Only,3.6,1.2,0.046,0.0,131,100k+,"['Fashion Modelling', 'Music Production']",3,-1.5783667887172472,-1.3905770044669699
35-44,Male,Suburban,Spanish,Master,1580,73,Mobile + Desktop,4.6,5.8,0.17,0.089,121,60k-80k,"['Fashion Modelling', 'Investing and Finance', 'Music Production']",1,-1.5257061279688666,-0.9696105504038124
45-54,Male,Urban,Hindi,PhD,6330,38,Mobile + Desktop,4.3,5.2,0.133,0.027,88,100k+,"['Eco-Friendly Living', 'Fashion Modelling']",1,-1.4232155031801899,2.1978615007050406
18-24,Female,Rural,English,PhD,9394,381,Tablet,2.4,7.6,0.129,0.067,76,100k+,['Photography'],4,1.1793988121468708,-1.0217825916995233
55-64,Female,Suburban,Hindi,Master,3376,20,Desktop Only,1.0,2.6,0.064,0.081,100,20k-40k,"['Pet Care', 'Gourmet Cooking', 'Fashion Modelling']",2,1.7744441394559265,-0.25956244484721874
55-64,Male,Rural,English,PhD,6547,106,Mobile Only,0.8,1.6,0.009,0.016,115,0-20k,"['Fitness and Wellness', 'DIY Crafts', 'Investing and Finance']",3,-1.5333057583400205,-0.5356156705983066
35-44,Female,Rural,Hindi,Bachelor,5599,367,Mobile Only,3.1,2.8,0.103,0.044,153,80k-100k,"['Travel and Adventure', 'Music Production', 'Photography', 'Gourmet Cooking']",4,1.5425031779343772,-0.5665635805184324
45-54,Female,Suburban,Spanish,Technical,6373,451,Desktop Only,3.4,1.1,0.027,0.049,109,80k-100k,"['Photography', 'Digital Marketing', 'Music Production', 'DIY Crafts']",0,1.4870598021958699,0.14386500271571445
55-64,Female,Rural,English,Technical,1399,212,Mobile + Desktop,4.3,1.3,0.226,0.031,151,80k-100k,['Pet Care'],0,1.3038446297585602,-0.6498357294757265
45-54,Male,Urban,Spanish,Bachelor,5918,420,Mobile Only,1.8,7.4,0.01,0.048,62,100k+,['Investing and Finance'],3,-0.9185643017048227,2.1649749442839017
25-34,Female,Urban,Spanish,Technical,6801,490,Tablet,1.3,3.5,0.108,0.032,99,100k+,"['Music Production', 'Digital Marketing']",0,1.2782375562868733,1.8081334586801574
35-44,Female,Rural,English,High School,5094,30,Mobile + Desktop,2.2,3.9,0.013,0.036,122,80k-100k,"['Investing and Finance', 'Photography', 'Music Production']",0,0.6106685090379358,-1.302374509160847
45-54,Female,Suburban,English,Bachelor,7589,48,Tablet,2.1,1.1,0.024,0.067,10,40k-60k,"['Gourmet Cooking', 'Pet Care', 'Fashion Modelling']",4,1.408184424652558,-0.5544519606943105
35-44,Male,Rural,Mandarin,PhD,9827,232,Mobile + Desktop,1.1,2.9,0.165,0.063,8,80k-100k,"['Data Science', 'Digital Marketing', 'Pet Care', 'DIY Crafts']",1,-1.9445450602570906,-0.8661294502919729
45-54,Female,Urban,Mandarin,Bachelor,8369,111,Desktop Only,3.5,6.6,0.162,0.023,47,40k-60k,"['Photography', 'Software Engineering']",4,1.0308763883510714,2.1086561526713825
55-64,Female,Rural,Mandarin,Master,2931,55,Tablet,2.8,5.3,0.008,0.09,97,60k-80k,"['Fitness and Wellness', 'Data Science']",4,1.142765852627457,-1.5778071291637517
55-64,Male,Rural,Spanish,PhD,2821,75,Tablet,3.7,6.3,0.0,0.086,46,100k+,"['Fitness and Wellness', 'Travel and Adventure', 'Gaming']",3,-1.5603251298832426,-0.5820154257709566
35-44,Male,Urban,Spanish,Master,1632,100,Desktop Only,2.1,4.1,0.02,0.051,7,80k-100k,"['DIY Crafts', 'Fitness and Wellness']",0,-1.6815124615145844,1.3128839013338502
18-24,Female,Rural,Mandarin,PhD,8529,173,Tablet,2.0,3.2,0.191,0.043,133,60k-80k,"['DIY Crafts', 'Gardening']",4,0.8216534212962201,-1.620338994670362
65+,Male,Rural,Spanish,Technical,5353,468,Mobile + Desktop,2.6,4.4,0.146,0.038,19,60k-80k,"['Gourmet Cooking', 'Music Production', 'Investing and Finance']",1,-2.172239354761644,1.0247377421455268
55-64,Female,Suburban,Spanish,Bachelor,2096,120,Mobile Only,4.4,3.3,0.01,0.071,51,80k-100k,['Eco-Friendly Living'],0,1.9286802595081944,-1.0931339179187256
18-24,Female,Suburban,English,High School,5411,347,Mobile Only,0.7,6.9,0.122,0.067,89,80k-100k,"['Data Science', 'Reading and Literature']",4,1.8847346454991347,-2.685778457432327
55-64,Female,Urban,English,PhD,377,132,Desktop Only,4.1,3.1,0.178,0.02,178,60k-80k,"['Travel and Adventure', 'Reading and Literature']",4,1.3819133291732357,0.11636423425579319
55-64,Female,Urban,Spanish,PhD,3189,202,Mobile + Desktop,2.2,5.6,0.217,0.067,62,60k-80k,"['Pet Care', 'Eco-Friendly Living', 'DIY Crafts', 'Digital Marketing']",0,1.1297808594008218,1.7312843311832748
35-44,Female,Urban,Mandarin,Master,623,456,Tablet,4.3,2.0,0.234,0.025,43,40k-60k,"['Fitness and Wellness', 'Gaming', 'DIY Crafts']",4,0.904151907498311,0.7852268093169757
35-44,Male,Suburban,Hindi,Technical,4375,108,Tablet,4.1,5.8,0.082,0.002,135,20k-40k,"['Music Production', 'Reading and Literature', 'Fitness and Wellness']",3,-1.4781045529919317,-1.3910057358531358
25-34,Male,Urban,Mandarin,Master,5465,300,Mobile Only,2.1,7.4,0.034,0.07,162,60k-80k,['Digital Marketing'],3,-0.7339492526318652,0.5140735143759723
18-24,Female,Urban,Hindi,Master,3222,168,Tablet,3.6,5.3,0.059,0.064,39,20k-40k,"['Gaming', 'Software Engineering', 'Gardening']",2,1.4011845702923764,0.34672659522835647
25-34,Female,Urban,Mandarin,Technical,8267,421,Mobile Only,1.2,4.9,0.194,0.041,161,100k+,['Fashion Modelling'],2,1.719095937250166,1.6140450788404643
55-64,Male,Suburban,English,High School,5290,112,Desktop Only,4.5,7.7,0.243,0.053,56,100k+,['Travel and Adventure'],3,-1.1137549002580465,-1.0581518224025432
18-24,Male,Rural,Spanish,Master,4675,394,Tablet,2.3,5.4,0.117,0.095,122,60k-80k,"['Gaming', 'Eco-Friendly Living', 'DIY Crafts', 'Pet Care']",3,-1.4410238119038978,-0.7821814830237745
25-34,Female,Urban,Spanish,Master,7827,290,Mobile + Desktop,2.6,2.8,0.076,0.06,18,100k+,['Software Engineering'],2,1.1818131331033435,2.395938099212915
25-34,Female,Rural,English,PhD,1897,52,Tablet,3.7,3.0,0.107,0.066,167,80k-100k,['Investing and Finance'],0,0.9567921178157233,-2.0038313540678603
35-44,Female,Urban,Hindi,Technical,2231,495,Mobile Only,4.2,5.9,0.076,0.006,160,80k-100k,['Photography'],4,1.8048937225876753,1.0089383974205328
55-64,Female,Rural,Hindi,Bachelor,7422,93,Desktop Only,1.6,6.1,0.064,0.017,34,80k-100k,['Data Science'],0,1.3515470803991678,-0.045134668215817825
